舰船,耐久,炮击,雷击,防空,航空,装填,射程,命中,机动,航速,幸运,反潜
克利夫兰(μ兵装),3837.2212,162.46196,0.0,323.41130000000004,0.0,189.05948,0.0,163.80391999999998,110.00680000000001,32.5,71.0,100.81129999999999
谢菲尔德(μ兵装),3559.25316,153.20074,295.55132000000003,351.24372,0.0,182.92738000000003,0.0,160.4734,115.50608000000001,32.0,78.0,87.9164
希佩尔海军上将(μ兵装),4844.7469599999995,251.3896,186.05650000000003,189.60008,0.0,176.54300000000003,0.0,128.50486,61.8881,25.6,66.0,0.0
格拉斯哥,3688.56998,151.51004,273.34432000000004,344.48091999999997,0.0,172.10160000000002,0.0,157.26902000000004,115.50608000000001,32.0,81.0,99.49902
霞,1999.85748,65.45924000000001,526.3801000000001,156.79732,0.0,201.7021,0.0,201.19648,239.99884,42.0,70.0,192.38788
霞.改,2164.8574799999997,75.45924000000001,586.3801000000001,156.79732,0.0,216.7021,0.0,201.19648,274.99884,45.0,70.0,192.38788
骏河,8229.53684,421.2493,214.09244,215.81706,0.0,139.24584000000002,0.0,68.93180000000001,37.567460000000004,28.5,37.0,0.0
龙凤,4986.165800000001,0.0,0.0,276.9568,317.63218000000006,189.05948,0.0,84.24774000000001,69.46074,26.5,70.0,112.64620000000002
哈尔西·鲍威尔,2095.3868,80.9787,281.04098,219.70302,0.0,203.14052,0.0,216.58768,200.66330000000002,42.0,55.0,213.91330000000002
比洛克西,4307.783820000001,151.51004,0.0,323.41130000000004,0.0,187.49492,0.0,168.95128000000003,110.00680000000001,32.5,68.0,100.81129999999999
浦波,1798.3779800000002,65.45924000000001,504.04696,146.45172000000002,0.0,207.96034,0.0,207.10067999999998,244.33848000000003,45.6,75.0,195.26472
威严,2495.8982600000004,124.78638000000001,179.54598000000001,204.3362,0.0,200.0114,0.0,201.19648,207.45048,45.6,60.0,199.95839999999998
明斯克,2611.76474,145.2518,228.17347999999998,172.16414,0.0,201.44982000000002,0.0,201.19648,221.27712000000002,48.0,58.0,203.08751999999998
塔什干,2648.9824,179.79826000000003,279.60256000000004,176.42852000000002,0.0,204.83122,0.0,204.527,224.85992000000002,51.24,86.0,208.15962000000002
水星纪念,3060.61008,83.04782000000002,142.5011,145.82102,0.0,139.24584000000002,0.0,136.85660000000001,100.5198,23.0,88.0,55.79310000000001
水星纪念.改,3300.61008,128.04782,162.5011,195.82102,0.0,139.24584000000002,0.0,146.85660000000001,100.5198,23.0,88.0,55.79310000000001
基洛夫,4075.39154,182.67510000000001,296.98974,344.1025,0.0,187.49492,0.0,158.152,126.33186,36.5,52.0,154.33388000000002
恰巴耶夫,4352.268840000001,171.72317999999999,0.0,334.00918,0.0,195.31772,0.0,163.80391999999998,107.35786000000002,33.5,68.0,147.69722
甘古特,6491.20998,324.27096,0.0,174.23326,0.0,149.81934,0.0,61.5648,33.73238,24.1,85.0,0.0
苏维埃同盟,9981.1455,452.94542,0.0,252.12736,0.0,164.15266,0.0,62.1955,35.852380000000004,28.0,50.0,0.0
苏维埃贝拉罗斯,8262.7954,429.62754,0.0,215.81706,0.0,156.456,0.0,76.3253,35.221680000000006,28.0,46.0,0.0
苏维埃罗西亚,8324.23618,427.93684,0.0,247.86298000000002,0.0,139.24584000000002,0.0,58.86498,35.221680000000006,28.0,46.0,0.0
无畏,6634.9841400000005,0.0,0.0,331.94006,430.93982000000005,131.04462,0.0,85.35862,55.02778,33.0,68.0,0.0
布莱默顿,4828.576660000001,267.59064,0.0,266.6112,0.0,184.3658,0.0,136.12413999999998,57.09478,26.4,55.0,0.0
库珀,2190.9161200000003,126.47708,360.78478,200.45024,0.0,220.35067999999998,0.0,221.98732,223.9992,40.8,22.0,215.73014
里诺,3756.0389800000003,148.50706,196.75614000000002,479.6818,0.0,190.75018,0.0,168.95128000000003,109.02206000000001,32.5,52.0,203.59207999999998
蓝鳃鱼,1692.1755200000002,71.71748000000001,499.60556,0.0,0.0,87.48922000000002,0.0,175.99074000000002,41.95798,16.8,65.0,0.0
卡萨布兰卡,4707.52996,0.0,0.0,258.71314,286.66852,194.00544000000002,0.0,73.12092,62.62268000000001,19.0,65.0,117.21374000000002
马布尔黑德,3301.3965000000003,135.99058000000002,245.38364,286.79783999999995,0.0,185.80422000000002,0.0,151.99552,116.56608000000001,35.0,55.0,82.71816000000001
花月,2445.3076400000004,76.91572000000001,370.72758,200.07182000000003,0.0,210.96332,0.0,197.73982,225.66764,39.6,65.0,200.21068
长波,2157.96284,65.9638,530.44308,156.29276000000002,0.0,215.40472,0.0,207.10067999999998,239.99884,42.0,55.0,192.64016
小声望,6318.656819999999,344.96216000000004,0.0,303.09852,0.0,153.20074,0.0,68.7304,41.63044,32.58,85.0,0.0
塔尔图,1868.8012,120.09270000000001,273.5966,141.55664,0.0,204.57894000000002,0.0,201.19648,264.95230000000004,43.2,45.0,208.15962000000002
黎塞留,8428.59742,447.19174000000004,0.0,293.38362,0.0,167.15564000000003,0.0,68.52900000000001,42.714819999999996,32.0,19.0,0.0
圣女贞德,3223.9603199999997,152.94846,264.58766,276.45223999999996,0.0,182.92738000000003,0.0,178.76582,91.68576,25.0,83.0,148.20177999999999
阿尔及利亚,5021.0758399999995,279.35028,223.60594000000003,244.22930000000002,0.0,195.31772,0.0,137.36116,66.90932000000001,24.8,50.0,0.0
拉·加利索尼埃,3484.91536,172.10160000000002,279.60256000000004,309.6843,0.0,176.54300000000003,0.0,172.35706000000002,131.77814,31.0,35.0,146.38494
沃克兰,1868.8012,113.83445999999999,279.35028,143.62575999999999,0.0,206.26964,0.0,209.92664000000002,264.95230000000004,43.2,48.0,207.65506000000002
贝亚恩,6261.952120000001,174.85229999999999,255.70486,307.74132000000003,376.35512000000006,110.83148,0.0,85.35862,36.40782,21.5,42.0,0.0
小光辉,5946.1420800000005,0.0,0.0,266.6112,380.29196,110.83148,0.0,85.35862,53.64024,30.5,44.0,0.0
爱斯基摩人,1658.0361,87.86764000000001,350.58970000000005,156.79732,0.0,212.40174000000002,0.0,206.46998000000002,263.81704,43.2,72.0,193.95244
豪,7967.184720000001,419.00528,0.0,258.71314,0.0,159.33284,0.0,70.11794,35.42308,28.3,83.0,0.0
英仙座,5540.82352,0.0,0.0,264.54208,327.44884,168.84634,0.0,87.45212000000001,71.17581999999999,25.0,82.0,144.5681
赫敏,3744.78814,159.45898,173.41388000000003,381.52368,0.0,193.50088000000002,0.0,160.4734,110.53574,32.0,58.0,187.44192
英勇,7467.02796,408.00248000000005,0.0,212.99110000000002,0.0,150.3239,0.0,70.11794,31.588,24.0,72.0,0.0
伊卡洛斯,1669.8953800000002,79.54028,376.35512000000006,157.30188,0.0,207.70806000000002,0.0,213.13102,263.18634,42.6,70.0,213.91330000000002
Z26,2116.08012,120.59726,327.70112,154.0975,0.0,190.75018,0.0,185.67914,195.69296,43.2,43.0,201.77524
U-96,1306.85386,53.0689,536.8274600000001,0.0,0.0,109.39306,0.0,183.96406,37.567460000000004,14.4,62.0,0.0
凉月,2538.2632799999997,81.23098,384.73336000000006,205.34532,0.0,218.65998000000002,0.0,197.73982,225.66764,39.6,72.0,207.65506000000002
熊野,4141.1126,237.56084,212.65402000000003,215.3125,0.0,186.05650000000003,0.0,129.13556,82.9556,27.76,10.0,0.0
千岁,4398.05024,0.0,0.0,261.9684,347.71286000000003,185.80422000000002,0.0,81.67406000000001,72.16055999999999,29.0,57.0,91.04552
千代田,4847.84216,0.0,0.0,261.9684,347.71286000000003,179.79826000000003,0.0,81.67406000000001,72.16055999999999,29.0,57.0,91.04552
樫野,4980.51388,73.53432000000001,0.0,134.46630000000002,0.0,204.57894000000002,0.0,214.74646,51.5955,14.0,58.0,0.0
普林斯顿,4791.1523,0.0,0.0,255.76104,340.39462000000003,181.23668,0.0,89.39510000000001,85.63316,31.6,49.0,99.24673999999999
大凤(μ兵装),7195.18566,0.0,0.0,309.6843,400.17756,120.34498,0.0,76.88074,55.02778,33.3,36.0,0.0
塔什干(μ兵装),2648.9824,148.38092,309.93552,154.0975,0.0,212.40174000000002,0.0,204.527,224.85992000000002,51.24,86.0,208.15962000000002
黛朵(μ兵装),3921.9205,148.50706,178.10756,424.52151999999995,0.0,193.50088000000002,0.0,166.37759999999997,111.16644,32.25,85.0,168.91948000000002
大青花鱼(μ兵装),1843.9473799999998,59.32714000000001,507.98380000000003,0.0,0.0,92.1829,0.0,193.32492000000002,41.95798,16.8,79.0,0.0
巴尔的摩(μ兵装),4646.11992,261.58468000000005,0.0,251.6228,0.0,178.10756,0.0,136.12413999999998,57.09478,26.4,56.0,0.0
罗恩(μ兵装),6055.12598,283.91782,215.78314000000003,233.25300000000001,0.0,172.10160000000002,0.0,125.80504,78.46544,26.0,0.0,0.0
光辉(μ兵装),6513.44454,0.0,0.0,293.88818,407.11738,117.46814,0.0,91.13668000000001,53.64024,30.5,44.0,0.0
恶毒(μ兵装),2021.8853400000003,139.24584000000002,274.90888,135.47542,0.0,206.26964,0.0,201.19648,266.39072000000004,54.0,51.0,192.64016
彼得·史特拉塞,7488.995400000001,0.0,0.0,309.6843,423.62158000000005,139.24584000000002,0.0,101.30526,50.537620000000004,33.8,45.0,0.0
海因里希亲王,5946.5756200000005,310.06165999999996,245.38364,219.07232000000002,0.0,182.92738000000003,0.0,132.33994,66.15248000000001,26.4,50.0,0.0
U-37,1552.3382000000001,45.498380000000004,540.89044,0.0,0.0,110.83148,0.0,178.186,37.567460000000004,14.4,72.0,0.0
威悉,4759.60458,0.0,0.0,264.54208,323.25972,179.79826000000003,0.0,87.88142,75.36493999999999,32.0,30.0,72.7001
纽伦堡,3811.9539800000002,176.54300000000003,304.18184,403.02260000000007,0.0,192.1886,0.0,158.85796,112.68012000000002,32.0,80.0,101.31586000000001
Z24,2125.618,120.59726,327.70112,150.7161,0.0,200.0114,0.0,192.34018,198.08962000000002,43.2,56.0,201.77524
Z28,2123.67502,76.5373,423.87386,143.62575999999999,0.0,207.96034,0.0,182.97932000000003,195.69296,43.2,45.0,197.08156
波拉,4942.0221,252.82802,0.0,243.5986,0.0,182.67510000000001,0.0,118.66382000000002,57.09478,26.4,75.0,0.0
文琴佐·焦贝蒂,1846.1956400000001,113.83445999999999,289.41922000000005,154.60206,0.0,209.39876,0.0,219.28750000000002,264.95230000000004,45.6,44.0,215.73014
神速,2468.5969,131.04462,231.30259999999998,178.62378,0.0,200.0114,0.0,201.19648,219.88958000000002,45.6,42.0,199.95839999999998
U-410,1261.91516,43.681540000000005,503.5424,0.0,0.0,84.23396000000001,0.0,172.40794,37.567460000000004,14.4,50.0,0.0
应瑞,2443.3477000000003,70.27906,232.74102000000002,130.58034,0.0,139.24584000000002,0.0,155.32604,81.44616,20.0,20.0,72.7001
肇和,2538.3480799999998,70.27906,232.74102000000002,128.38508,0.0,139.24584000000002,0.0,155.32604,81.44616,20.0,20.0,72.7001
佩内洛珀,2914.93322,159.45898,279.098,334.00918,0.0,193.50088000000002,0.0,170.46496000000002,115.50608000000001,32.0,52.0,117.71830000000001
塔林,5614.740500000001,261.58468000000005,197.00842,221.77214,0.0,182.92738000000003,0.0,148.41272,61.8881,25.6,80.0,0.0
雷鸣,2165.55774,142.5011,279.098,150.33768,0.0,200.0114,0.0,201.19648,207.45048,45.6,70.0,199.95839999999998
摩尔曼斯克,3396.7753000000002,157.64214,261.58468000000005,293.38362,0.0,190.75018,0.0,151.99552,116.56608000000001,35.0,65.0,128.9225
洪亮,2277.5382600000003,131.04462,235.99628,167.64748000000003,0.0,200.0114,0.0,201.19648,219.88958000000002,45.6,45.0,204.90436
维托里奥·维内托,8491.85504,429.62754,0.0,243.5986,0.0,159.33284,0.0,58.86498,35.852380000000004,30.0,80.0,0.0
阿布鲁齐公爵,4361.0498800000005,159.45898,320.1306,371.55649999999997,0.0,181.23668,0.0,172.91250000000002,110.05768,35.56,85.0,97.80832
天鹰,6217.472400000001,0.0,0.0,363.65844000000004,398.73914,127.91550000000001,0.0,101.80982,45.39026,30.0,40.0,0.0
托里拆利 ,1518.12352,39.36628,499.60556,0.0,0.0,84.23396000000001,0.0,178.186,37.567460000000004,14.4,16.0,0.0
西北风,1821.0895400000002,109.39306,293.98676,160.68328,0.0,209.39876,0.0,219.28750000000002,270.73036,45.6,56.0,192.38788
西南风,1783.36732,115.65129999999999,299.74044000000004,154.60206,0.0,209.39876,0.0,219.28750000000002,264.95230000000004,45.6,42.0,184.56508
尼科洛索·达雷科 ,1850.7123,115.65129999999999,279.35028,171.53344,0.0,200.0114,0.0,204.527,261.62178,39.6,82.0,206.21663999999998
追风,1561.7499400000002,59.32714000000001,404.36668000000003,131.0849,0.0,203.14052,0.0,201.19648,243.70778,44.76,42.0,195.517
艾伦·萨姆纳,2526.9085600000003,140.68426000000002,373.47828,233.25300000000001,0.0,229.61190000000002,0.0,228.7745,223.9992,40.8,80.0,221.60996
史蒂芬·波特,2156.146,90.49220000000001,292.67448,182.00518000000002,0.0,204.57894000000002,0.0,216.58768,200.66330000000002,42.0,70.0,212.60102
小天城,7223.96784,367.7246,172.10160000000002,182.00518000000002,0.0,142.24882000000002,0.0,68.93180000000001,43.77482,30.0,23.0,0.0
提康德罗加,6622.74644,0.0,0.0,331.94006,433.3121,131.04462,0.0,87.9323,55.02778,33.0,72.0,0.0
旧金山,4831.52876,255.83100000000002,0.0,226.66722,0.0,179.79826000000003,0.0,136.12413999999998,68.77704,26.16,75.0,0.0
射水鱼,1924.2869,65.9638,530.8215,0.0,0.0,95.43816000000001,0.0,192.82036000000002,41.95798,16.0,90.0,0.0
博伊西,3561.5968200000007,165.59108000000003,0.0,327.4234,0.0,189.05948,0.0,163.80391999999998,103.72418,32.5,70.0,100.81129999999999
莫里森,2115.59782,84.48624000000001,289.79764,178.24536,0.0,209.39876,0.0,225.31784,200.66330000000002,42.0,48.0,215.47786000000002
小企业,5897.794420000001,0.0,0.0,299.59098000000006,405.8051,116.96358000000001,0.0,94.4672,55.02778,32.5,93.0,0.0
风云,2238.9330600000003,74.97274,556.4099,160.68328,0.0,223.60594000000003,0.0,219.28750000000002,239.99884,42.0,51.0,181.56210000000002
英格拉罕,2400.36894,137.429,378.97968000000003,231.05774,0.0,229.61190000000002,0.0,228.7745,223.9992,40.8,75.0,221.60996
鹦鹉螺,2458.42832,113.83445999999999,499.10100000000006,0.0,0.0,92.1829,0.0,193.32492000000002,36.93676000000001,13.9,69.0,0.0
葛城,6079.46782,0.0,0.0,309.6843,419.68474,120.34498,0.0,94.34106000000001,54.39708,32.0,75.0,0.0
新奥尔良,4911.97004,243.69294000000002,0.0,266.10664,0.0,182.92738000000003,0.0,136.12413999999998,59.03776,26.16,76.0,0.0
可怖,2116.1023800000003,141.99654,270.59362,132.64946,0.0,200.0114,0.0,200.43964,305.57574,54.0,75.0,195.517
马耶·布雷泽,1868.8012,109.39306,270.59362,154.60206,0.0,206.26964,0.0,207.10067999999998,264.95230000000004,43.2,35.0,211.03646
福煦,4030.1147,237.56084,255.70486,255.76104,0.0,179.79826000000003,0.0,132.33994,57.59934,32.0,45.0,0.0
马格德堡,3664.11684,187.49492,313.06464,377.13316000000003,0.0,204.83122,0.0,164.00531999999998,123.80694000000001,36.0,50.0,147.69722
易北,4958.359880000001,0.0,0.0,268.68032,330.19954,186.05650000000003,0.0,84.04634,63.05198,21.0,30.0,72.7001
阿达尔伯特亲王,6007.0581600000005,299.86658000000006,255.83100000000002,215.81706,0.0,182.92738000000003,0.0,134.91362,66.15248000000001,26.4,50.0,0.0
U-1206,1258.71078,45.498380000000004,499.60556,0.0,0.0,85.29396000000001,0.0,175.61232,37.567460000000004,18.0,20.0,0.0
乌尔里希·冯·胡滕,9513.809520000003,448.88244000000003,0.0,252.12736,0.0,178.10756,0.0,67.8983,27.401000000000003,30.0,50.0,0.0
卡律布狄斯,3898.3280799999998,137.429,185.80422000000002,430.72888000000006,0.0,193.50088000000002,0.0,166.37759999999997,111.16644,32.25,51.0,176.61614
海天,2997.17756,101.44412,255.70486,161.56626,0.0,150.3239,0.0,158.02586000000002,86.59352000000001,24.0,31.0,79.33676000000001
海圻,2991.9040600000003,93.62132000000001,261.58468000000005,168.15204000000003,0.0,150.3239,0.0,158.02586000000002,86.59352000000001,24.0,62.0,79.33676000000001
布里斯托尔,2526.9085600000003,139.24584000000002,375.04283999999996,233.25300000000001,0.0,229.61190000000002,0.0,228.7745,223.9992,40.8,78.0,221.60996
镇海,3651.47528,151.51004,0.0,161.56626,299.86658000000006,186.05650000000003,0.0,99.13438000000001,51.49586000000001,10.8,45.0,0.0
镇海.改,3861.47528,151.51004,0.0,211.56626,359.86658000000006,206.05650000000003,0.0,99.13438000000001,51.49586000000001,10.8,45.0,0.0
基辅,2535.6896,172.10160000000002,272.03204000000005,189.60008,0.0,207.70806000000002,0.0,204.527,224.22922000000003,50.4,50.0,208.15962000000002
阿尔汉格尔斯克,7223.221600000001,415.62176000000005,0.0,225.78424000000004,0.0,150.3239,0.0,66.58602,27.50064,23.0,72.0,0.0
灵敏,2407.96384,135.7383,235.99628,167.64748000000003,0.0,200.0114,0.0,201.19648,221.27712000000002,48.36,84.0,204.90436
伏尔加,6790.656800000001,0.0,0.0,363.65844000000004,396.11458,123.34796,0.0,101.80982,45.39026,30.0,50.0,0.0
喀琅施塔得,7286.366860000001,294.41606,0.0,226.16266,0.0,170.28476000000003,0.0,123.53452000000001,38.27554000000001,24.8,50.0,0.0
帝国,7026.178199999999,0.0,0.0,331.94006,429.62754,121.7834,0.0,91.64124000000001,45.39026,30.0,32.0,0.0
庞培·马格诺,2812.0623400000004,112.39604,340.39462000000003,157.30188,0.0,207.96034,0.0,219.28750000000002,200.66330000000002,51.6,75.0,207.65506000000002
的里雅斯特,3647.8447800000004,239.1254,190.49790000000002,192.98148,0.0,165.59108000000003,0.0,118.66382000000002,71.39948000000001,28.8,48.0,0.0
塞德利茨,7362.204560000001,384.8595,179.54598000000001,264.54208,0.0,149.81934,0.0,67.97356,33.78326,26.5,83.0,0.0
吕佐夫,7622.0731000000005,390.3609,181.23668,268.68032,0.0,164.15266,0.0,66.58602,31.840280000000003,26.4,30.0,0.0
图林根,6258.1976,393.87056000000007,115.65129999999999,176.42852000000002,0.0,139.24584000000002,0.0,59.62182,22.90872,20.8,60.0,0.0
约克,4736.8273,229.61190000000002,162.46196,171.53344,0.0,174.85229999999999,0.0,131.07854,64.76494,16.32,28.0,0.0
埃姆登,3719.275,157.64214,289.6715,299.08642000000003,0.0,201.7021,0.0,167.20970000000003,107.53276000000001,23.5,85.0,91.17166
埃尔宾,3372.22676,126.47708,212.40174000000002,289.74994,0.0,200.0114,0.0,152.4492,116.89362000000001,27.5,30.0,81.02746
小欧根,6042.636,226.48278000000002,148.38092,198.25498000000002,0.0,176.54300000000003,0.0,128.50486,60.37442,25.6,78.0,0.0
贾维斯,2037.5797,118.78042,472.07418,200.45024,0.0,229.61190000000002,0.0,225.31784,263.81704,43.2,92.0,244.01836000000003
司战女神,3789.65158,146.9425,163.90037999999998,410.92066,0.0,179.79826000000003,0.0,172.15566,111.92328,32.25,56.0,140.00056
小柴郡,4419.218440000001,249.82504,195.31772,395.25068,0.0,142.24882000000002,0.0,124.56802,64.00598000000001,27.2,0.0,0.0
不挠,6369.316340000001,0.0,0.0,309.6843,429.50140000000005,120.34498,0.0,94.4672,53.64024,30.5,42.0,0.0
复仇,7467.02796,399.4981,0.0,212.99110000000002,0.0,150.3239,0.0,70.11794,29.01432,21.9,76.0,0.0
霞飞,6311.4583600000005,0.0,0.0,307.74132000000003,413.93106,127.91550000000001,0.0,96.91474000000001,50.537620000000004,33.5,28.0,0.0
不屈,2176.23088,141.99654,270.59362,160.68328,0.0,207.70806000000002,0.0,206.46998000000002,277.31614,54.0,23.0,199.95839999999998
进取,3538.0998,151.51004,286.66852,342.03338,0.0,186.05650000000003,0.0,170.46496000000002,117.32292000000001,33.0,83.0,141.8174
莱昂纳多·达·芬奇,1707.36532,48.12294000000001,539.32588,0.0,0.0,100.0057,0.0,192.31580000000002,37.567460000000004,18.0,57.0,0.0
朱塞佩·加里波第,4301.450320000001,179.54598000000001,320.1306,368.04896,0.0,181.23668,0.0,178.23688,110.05768,35.56,88.0,97.80832
博尔扎诺,4413.4001,232.74102000000002,159.45898,225.78424000000004,0.0,170.28476000000003,0.0,118.66382000000002,70.59388,28.8,46.0,0.0
罗马,8738.930440000002,426.62456000000003,0.0,241.52948,0.0,156.456,0.0,58.86498,35.852380000000004,30.0,40.0,0.0
阿尔弗雷多·奥里亚尼,1846.1956400000001,113.83445999999999,293.98676,156.79732,0.0,212.40174000000002,0.0,219.28750000000002,267.39984000000004,45.6,55.0,215.73014
埃曼努埃尔·佩萨格诺,1850.7123,120.09270000000001,282.35326,167.64748000000003,0.0,204.57894000000002,0.0,207.10067999999998,261.62178,39.6,46.0,206.21663999999998
Z16,2060.8467,68.58836000000001,455.56998000000004,150.7161,0.0,212.40174000000002,0.0,207.10067999999998,186.96280000000002,43.2,51.0,192.38788
布伦希尔德,7421.627100000001,375.04283999999996,240.8161,309.6843,0.0,164.15266,0.0,62.1955,42.135000000000005,33.5,50.0,0.0
若月,2538.2632799999997,85.92466000000002,390.3609,197.24586000000002,0.0,218.65998000000002,0.0,201.19648,225.66764,39.6,43.0,212.60102
小斯佩,4302.49972,299.86658000000006,220.35067999999998,154.0975,0.0,174.85229999999999,0.0,125.80504,54.596360000000004,22.8,36.0,0.0
雅努斯,2064.25036,120.59726,466.32050000000004,186.90026,0.0,234.30558000000002,0.0,221.98732,263.81704,43.2,53.0,258.60396000000003
阿尔比恩,6627.01082,0.0,0.0,270.74944,425.31228000000004,163.90037999999998,0.0,99.13438000000001,70.21758,28.0,78.0,128.9225
皇家财富号,2265.12248,198.44684,0.0,0.0,0.0,181.23668,0.0,165.1162,99.46191999999999,18.0,51.0,0.0
大黄蜂II,6634.9841400000005,0.0,0.0,334.00918,433.56438,131.04462,0.0,91.13668000000001,55.02778,33.0,76.0,0.0
兰利II,4791.1523,0.0,0.0,272.31399999999996,342.08532,192.1886,0.0,89.39510000000001,83.81632,31.0,70.0,99.24673999999999
约克城II,7484.7607,0.0,0.0,364.03686000000005,452.81928,135.99058000000002,0.0,94.4672,55.02778,33.0,70.0,0.0
北安普敦II,4654.900960000001,255.70486,0.0,293.38362,0.0,187.49492,0.0,136.12413999999998,57.09478,26.4,80.0,0.0
哈曼II,1654.2010200000002,80.9787,370.34916,250.05824,0.0,223.60594000000003,0.0,212.50032000000002,263.33474,25.2,55.0,229.55890000000002
古比雪夫,4293.7292800000005,176.54300000000003,0.0,331.94006,0.0,196.75614000000002,0.0,166.50374000000002,107.35786000000002,33.5,73.0,147.69722
忒修斯,4952.0592400000005,0.0,0.0,264.54208,423.62158000000005,165.59108000000003,0.0,98.37754,67.0132,25.0,71.0,125.41496000000001
华甲,4849.659,0.0,0.0,145.82102,330.70410000000004,174.85229999999999,0.0,87.45212000000001,52.252700000000004,12.0,53.0,0.0
华甲·改,5059.659,0.0,0.0,195.82102,390.70410000000004,194.85229999999999,0.0,87.45212000000001,52.252700000000004,12.0,53.0,0.0
定安,2170.1327,0.0,0.0,134.46630000000002,157.64214,150.3239,0.0,140.23800000000003,103.62666,9.0,49.0,0.0
怨仇,6843.28792,0.0,0.0,327.92796,438.93964,126.47708,0.0,94.59334000000001,55.02778,32.5,79.0,0.0
皇家橡树,7794.67078,417.31458,0.0,230.04862,0.0,156.456,0.0,74.50846,29.01432,22.0,47.0,0.0
百眼巨人,5036.681159999999,0.0,0.0,255.76104,286.66852,176.54300000000003,0.0,81.67406000000001,61.23514,20.0,81.0,107.44796000000001
斯库拉,3921.9205,148.50706,178.10756,436.43168000000003,0.0,193.50088000000002,0.0,172.78636,111.16644,32.25,56.0,168.91948000000002
英雄,1466.2206199999998,87.48922000000002,374.79056,167.64748000000003,0.0,197.00842,0.0,216.58768,262.80792,43.2,80.0,223.42680000000001
库尔斯克,4777.7486,279.098,212.40174000000002,126.18982,0.0,187.49492,0.0,154.19078,65.77406,30.4,10.0,0.0
塞瓦斯托波尔,6491.20998,324.27096,0.0,209.23128000000003,0.0,149.81934,0.0,62.1955,33.73238,24.1,88.0,0.0
伏罗希洛夫,4378.900280000001,148.50706,196.75614000000002,400.19664,0.0,187.49492,0.0,157.89972,144.1441,36.5,52.0,154.33388000000002
小可畏,6136.89968,0.0,0.0,279.40434,400.05142,114.08673999999999,0.0,90.63212000000001,51.69726,30.0,75.0,0.0
奥托·冯·阿尔文斯莱本,2987.7425000000003,126.47708,350.33742,160.68328,0.0,217.22156,0.0,200.43964,189.41034,43.2,50.0,210.65804
亚德,5056.513760000001,0.0,0.0,268.68032,330.19954,186.05650000000003,0.0,84.04634,63.05198,21.0,28.0,72.7001
雷根斯堡,3664.11684,172.10160000000002,327.44884,377.13316000000003,0.0,204.83122,0.0,164.00531999999998,123.80694000000001,36.0,46.0,147.69722
俾斯麦Zwei,9209.557719999999,443.12876,0.0,273.32311999999996,0.0,168.59405999999998,0.0,73.75162,27.401000000000003,30.0,32.0,0.0
小大凤,7044.72926,0.0,0.0,307.74132000000003,381.98266,116.96358000000001,0.0,82.6588,55.02778,33.3,36.0,0.0
安德烈亚·多利亚,7123.660040000001,361.29146000000003,0.0,200.07182000000003,0.0,150.3239,0.0,66.58602,36.93676000000001,26.0,77.0,0.0
阿蒂利奥·雷戈洛,2803.32794,126.47708,334.76708,160.68328,0.0,207.96034,0.0,219.28750000000002,212.97626,51.6,63.0,207.65506000000002
戈里齐亚,4942.0221,252.82802,0.0,226.66722,0.0,175.10458,0.0,118.66382000000002,57.09478,26.4,85.0,0.0
马赛曲,3616.5535800000002,175.10458,286.92080000000004,321.46832,0.0,193.50088000000002,0.0,169.78338000000002,131.77814,31.0,46.0,147.69722
伴尔维,6311.4583600000005,0.0,0.0,307.74132000000003,413.93106,127.91550000000001,0.0,96.91474000000001,50.537620000000004,33.5,28.0,0.0
絮弗伦,4011.7957800000004,245.13136,249.82504,256.2656,0.0,181.23668,0.0,131.5831,57.59934,25.6,69.0,0.0
凯尔圣,1868.8012,109.39306,283.91782,145.4426,0.0,207.96034,0.0,213.13102,264.95230000000004,43.2,44.0,207.65506000000002
里昂,7121.1817599999995,410.24649999999997,162.46196,209.23128000000003,0.0,156.456,0.0,63.6848,29.21572,21.0,50.0,0.0
吉尚,3709.86326,190.75018,300.11886,377.13316000000003,0.0,192.1886,0.0,183.91317999999998,134.98252,33.5,50.0,152.64318
克莱蒙梭,8150.46084,450.19472,0.0,304.10764,0.0,168.84634,0.0,69.58900000000001,42.714819999999996,32.0,10.0,0.0
云仙,4683.435100000001,295.55132000000003,297.24202,226.16266,0.0,190.49790000000002,0.0,142.63466000000003,79.75122,24.8,70.0,0.0
尾张,8476.864520000001,421.2493,283.66554,368.04896,0.0,145.2518,0.0,71.63162,39.51044,29.75,41.0,0.0
初月,2538.2632799999997,85.92466000000002,390.3609,193.9906,0.0,218.65998000000002,0.0,201.19648,225.66764,39.6,43.0,212.60102
朝凪,1861.7108600000001,71.71748000000001,423.87386,145.82102,0.0,215.40472,0.0,207.10067999999998,243.70778,44.76,43.0,204.90436
休斯敦II,4361.68058,170.28476000000003,0.0,377.13316000000003,0.0,194.00544000000002,0.0,163.80391999999998,110.00680000000001,32.5,80.0,104.1927
金鹿号,3121.1456200000002,175.10458,0.0,0.0,0.0,168.84634,0.0,166.50374000000002,93.02666,32.0,78.0,0.0
玛丽·西莱斯特号,2502.30702,187.49492,0.0,0.0,0.0,156.456,0.0,155.07376,95.92576,18.0,81.0,0.0
加里冒险号,4291.71846,220.35067999999998,0.0,0.0,0.0,174.85229999999999,0.0,116.84698000000002,67.43826,26.2,68.0,0.0
